WorkerID,NameAndSurname,Gender,PESEL,JobTitle,RatingsOfWorkerCategory,isCurrent
46,Nathan Riggs,Male,04640451382,Barber,Good,True
47,Wendy Crawford,Female,04739154672,Tutor,Good,True
48,Andrew Cardenas,Female,04829186967,Beautician,Good,True
49,Brianna Hayes,Male,04923325340,Counselor,Good,True
50,George Sullivan,Female,04968692255,Cleaner,Good,True
51,Elizabeth Jackson,Female,04991167748,Photographer,Fair,True
52,Chelsea Thomas,Female,05048613256,Tutor,Great,True
53,Andrew Pope,Female,05061428477,Personal Trainer,Good,True
54,Deanna King,Male,05489291082,Dentist,Fair,True
55,Chad Walter,Male,05516590807,Cleaner,Great,True
56,Christine May,Male,05692062179,Cleaner,Good,True
57,Amy Castro,Male,05826712643,Beautician,Good,True
58,Abigail Gonzalez,Female,05841749889,Counselor,Fair,True
59,Kimberly Miller,Female,05846629170,Photographer,Poor,True
60,Jennifer Sims,Male,06048306569,Beautician,Fair,True
61,Jason Gray,Male,06173406984,Cleaner,Good,True
62,Donald Byrd,Male,06346583069,Tutor,Fair,True
63,John Baker,Female,06407332032,Personal Trainer,Good,True
64,Derrick Singh,Female,06472147724,Personal Trainer,Great,True
65,Dawn Miller,Female,06502772971,Personal Trainer,Poor,True
66,Rachel Porter,Female,06570635648,Barber,Great,True
67,Pamela Russell,Male,06605643172,Dentist,Fair,True
68,Angel Miller,Female,06661647282,Cleaner,Good,True
69,Ronald Watts,Female,06755012311,Aesthetician,Great,True
70,Cindy Evans,Male,06774630157,Therapist,Good,True
71,Jessica Walsh,Female,06821603315,Aesthetician,Good,True
72,Elizabeth Walker,Male,06866259967,Aesthetician,Good,True
73,Gavin Chambers,Male,07041411748,Cleaner,Great,True
74,Rebecca Caldwell,Male,07074864347,Personal Trainer,Great,True
75,Mary Gomez,Female,07159801734,Counselor,Awesome,True
76,Christopher Ball,Male,07219241587,Aesthetician,Fair,True
77,Jennifer Rogers,Male,07511170907,Beautician,Fair,True
78,Casey Aguilar,Female,07647772672,Tutor,Good,True
79,Sarah Williams,Female,07695492407,Beautician,Fair,True
80,Jessica Hernandez,Male,07833368725,Tutor,Good,True
81,Donna Aguirre,Male,08198225723,Therapist,Fair,True
82,Carrie Frye,Female,08229493398,Barber,Good,True
83,Nancy Sparks,Male,08445647526,Photographer,Good,True
84,Sarah Perez,Female,08481894878,Tutor,Good,True
85,Alicia Richmond,Female,08528321520,Tutor,Good,True
86,Keith Simmons,Female,08600791979,Aesthetician,Good,True
87,Sandra Miller,Female,08601418083,Personal Trainer,Great,True
88,Jamie Snyder,Male,08615732034,Aesthetician,Fair,True
89,Lisa Monroe,Male,08845999575,Photographer,Poor,True
90,Laura Martinez,Female,08963751864,Aesthetician,Good,True
91,Laurie Yang,Female,08992200052,Dentist,Good,True
92,David Johnson,Male,09001761413,Photographer,Fair,True
93,Michael Beck,Male,09142514785,Counselor,Fair,True
94,Candace Morgan,Female,09164202308,Counselor,Fair,True
95,Anne Clarke,Male,09247193678,Personal Trainer,Fair,True
96,Lisa Scott,Female,09270693096,Photographer,Fair,True
97,Patrick Butler,Male,09524843985,Therapist,Fair,True
98,Angela Newton,Female,10070490184,Barber,Good,True
99,Jose Roberts,Male,10668274441,Dentist,Poor,True
100,Rodney Miller,Male,10839398440,Therapist,Awesome,True
101,James Jordan,Male,10900982282,Therapist,Good,True
102,Christopher Schultz,Female,10954289690,Photographer,Poor,True
103,Eric Bailey,Female,10967744447,Therapist,Good,True
104,Katie Perez,Male,11315834793,Therapist,Fair,True
105,Brian Evans,Male,11330172345,Dentist,Fair,True
106,Felicia Grant,Female,11339303943,Dentist,Fair,True
107,Lisa Bell,Male,11570985359,Dentist,Good,True
108,Steve Washington,Female,11576839895,Tutor,Good,True
109,Robert Perez,Female,11893401437,Cleaner,Great,True
110,Rebecca Wagner,Female,12234359548,Aesthetician,Good,True
111,Kristi Jenkins,Male,12491000432,Barber,Fair,True
112,Desiree Rice,Male,12541428124,Dentist,Great,True
113,Steve Smith,Male,12644179210,Dentist,Great,True
114,Michael Hill,Male,12889205289,Barber,Poor,True
115,Raymond Fox,Male,13015128219,Barber,Fair,True
116,William Garcia,Male,13124149605,Dentist,Fair,True
117,James Smith,Female,13175760745,Barber,Poor,True
118,Eric Alvarado,Male,13181022150,Dentist,Good,True
119,Deborah Page,Male,13189527577,Tutor,Good,True
120,Sandra Smith,Male,13305741438,Counselor,Fair,True
121,Jonathan Nelson,Male,13316182229,Counselor,Good,True
122,Stacy Miller,Female,13355815193,Barber,Good,True
123,Lisa Roberts,Male,13462474853,Counselor,Good,True
124,Katherine Pope,Female,13514338647,Cleaner,Great,True
125,Dennis Flores,Male,13731697424,Beautician,Great,True
126,Cheryl Vasquez,Female,13812795701,Personal Trainer,Fair,True
127,Jaclyn Phillips,Male,13905262452,Aesthetician,Good,True
128,Anthony Maldonado,Male,13949624827,Aesthetician,Fair,True
129,Stephanie Robinson,Male,13955203144,Barber,Good,True
130,Lynn Vasquez,Male,14225481497,Beautician,Good,True
131,Jennifer Garcia,Female,14248313789,Photographer,Great,True
132,Jamie Johnson,Female,14365721696,Beautician,Good,True
133,Noah Hansen,Female,14599971461,Therapist,Good,True
134,Richard Fleming,Female,14640411129,Cleaner,Good,True
135,Erica Mcdonald,Male,14663580499,Counselor,Great,True
136,Julie Lopez,Male,14814483472,Barber,Fair,True
137,Evelyn Mcdaniel,Female,14909577703,Barber,Good,True
138,Christopher Jones,Female,15050759425,Counselor,Poor,True
139,Olivia Miller,Male,15114383524,Dentist,Great,True
140,Elizabeth Crawford,Female,15296717828,Aesthetician,Fair,True
141,Bradley Nichols,Male,15414218573,Aesthetician,Good,True
142,Sarah Gray,Female,15683728949,Aesthetician,Fair,True
143,Lynn Wallace,Female,15687842264,Counselor,Fair,True
144,Riley Miller,Female,15708955106,Tutor,Good,True
145,Melissa Martinez,Male,15802649659,Dentist,Good,True
146,Zachary Hodge,Female,15854688351,Therapist,Good,True
147,Amanda Boyd,Female,15861780023,Beautician,Fair,True
148,Cindy Leon,Male,15982105087,Tutor,Fair,True
149,Kristin Wilson,Female,15989487952,Tutor,Great,True
150,James Richardson,Female,16084151923,Therapist,Good,True
151,Daniel Porter,Male,16158790132,Therapist,Fair,True
152,Steven Conner,Male,16180387677,Therapist,Great,True
153,Anthony Wu,Female,16318888741,Barber,Poor,True
154,Christian Ray,Female,16480502658,Counselor,Fair,True
155,Jose Schwartz,Male,16763847225,Aesthetician,Good,True
156,Carlos Sullivan,Male,16808300151,Tutor,Fair,True
157,Thomas Brown,Male,16832484460,Cleaner,Fair,True
158,Trevor Delacruz,Male,16842604488,Aesthetician,Good,True
159,Robert Willis,Male,16879586690,Beautician,Good,True
160,Sarah Roberson,Female,17001269838,Counselor,Great,True
161,Samantha Walker,Male,17012580817,Tutor,Fair,True
162,Steve Salazar,Male,17031581377,Beautician,Fair,True
163,Sarah Perez,Male,17144241037,Counselor,Good,True
164,David Sutton,Female,17188613382,Photographer,Awesome,True
165,Andrew Tran,Female,17326589035,Barber,Good,True
166,James Ware,Male,17491972181,Aesthetician,Fair,True
167,Henry Cummings,Female,17671400327,Barber,Good,True
168,Kathryn Walton,Female,17903957481,Counselor,Great,True
169,James Richardson,Male,18027890052,Personal Trainer,Good,True
170,Gabrielle Mendoza,Male,18028486565,Dentist,Good,True
171,David Burns,Male,18210153518,Aesthetician,Great,True
172,Beth Dodson,Male,18226175649,Beautician,Fair,True
173,Todd Garcia,Female,19057494986,Tutor,Good,True
174,Erin Peterson,Male,19108726555,Therapist,Fair,True
175,Kimberly Stanley,Female,19255833211,Photographer,Good,True
176,Connie Cook,Male,19686951038,Personal Trainer,Great,True
177,Patricia Evans,Female,19703018122,Therapist,Fair,True
178,Tammie Gentry,Female,19812268098,Aesthetician,Great,True
179,James Williams,Female,19884626277,Barber,Good,True
180,Dylan Maldonado,Female,19908423036,Barber,Great,True
181,Randy Pierce,Male,20464068934,Aesthetician,Good,True
182,Tina Moody,Female,20620171019,Personal Trainer,Awesome,True
183,Ian Clark,Male,20743177336,Therapist,Poor,True
184,Eugene Smith,Female,20986141243,Tutor,Good,True
185,Jessica Howard,Female,21058649216,Tutor,Good,True
186,Kristopher Sloan,Female,21064637345,Aesthetician,Good,True
187,Ronald Fernandez,Male,21290798587,Cleaner,Great,True
188,Nicole Gonzalez,Male,21309045805,Therapist,Fair,True
189,Carol Watkins,Male,21344736464,Personal Trainer,Great,True
190,Joseph Reyes,Female,21523519109,Dentist,Great,True
191,Carrie Mason,Female,21581094632,Barber,Good,True
192,Daniel Nicholson,Male,21596848011,Beautician,Fair,True
193,Kelsey Pham,Male,21652686277,Counselor,Fair,True
194,Joshua Chandler,Female,21781273274,Therapist,Great,True
195,Travis Hartman,Male,22012191051,Photographer,Good,True
196,Brandon Cox,Male,22196401707,Personal Trainer,Fair,True
197,Benjamin Charles,Female,22341249845,Therapist,Great,True
198,Matthew Moore,Female,22413191219,Aesthetician,Good,True
199,Carolyn Cortez,Female,22432553856,Tutor,Good,True
200,Robert Morrison,Male,22435307524,Dentist,Good,True
201,Christopher Moreno,Female,22469275349,Personal Trainer,Great,True
202,Brent Cook,Male,22501757716,Barber,Great,True
203,Barbara George,Female,22503926715,Therapist,Great,True
204,Jamie Parks,Male,22771621044,Barber,Good,True
205,Leah Townsend,Female,22852582251,Counselor,Fair,True
206,Christopher Campbell,Male,22914466715,Dentist,Good,True
207,Luis Harris,Female,22917203162,Therapist,Fair,True
208,Ryan Bowman,Female,22982726918,Barber,Good,True
209,Joseph Molina,Male,23173316447,Personal Trainer,Great,True
210,John Rojas,Male,23213012161,Cleaner,Fair,True
211,Stanley Bennett,Male,23461221507,Aesthetician,Good,True
212,Deborah Stevens,Female,23579663306,Personal Trainer,Fair,True
213,Ryan Ward,Male,23775974755,Barber,Good,True
214,Sean Ortiz,Male,23823354359,Counselor,Good,True
215,Christopher Nunez,Male,23869401021,Beautician,Good,True
216,Angela Moss,Male,23893731659,Barber,Good,True
217,Laura Ward,Female,24157953265,Cleaner,Fair,True
218,Kevin Wood,Male,24464925561,Aesthetician,Awesome,True
219,Charles Middleton,Female,24470462276,Beautician,Great,True
220,Laura Horn,Male,24480373392,Beautician,Good,True
221,Jennifer Wright,Female,24489095369,Therapist,Good,True
222,Rachel Thompson,Female,24503496788,Counselor,Fair,True
223,Kristin Young,Female,24562816214,Aesthetician,Fair,True
224,Jacqueline Stephens,Female,24694239551,Personal Trainer,Good,True
225,Barbara Logan,Male,24856541362,Barber,Great,True
226,Michelle Cline,Female,24882804388,Barber,Good,True
227,Brenda Smith,Male,24984761327,Personal Trainer,Awesome,True
228,Hannah Sandoval,Male,25003667822,Beautician,Good,True
229,Timothy Lewis,Female,25292766273,Cleaner,Good,True
230,Patricia Wise,Male,25488674279,Cleaner,Good,True
231,Shirley Hobbs,Male,25689291440,Aesthetician,Good,True
232,Lisa Yates,Male,26035797398,Dentist,Great,True
233,Barbara Brown,Male,26064613390,Dentist,Great,True
234,Heather Stone,Male,26196718575,Cleaner,Good,True
235,Sandra Zamora,Female,26236408621,Therapist,Fair,True
236,Charles Garrison,Female,26366030194,Cleaner,Good,True
237,Laura Andrews,Male,26510281337,Photographer,Great,True
238,Ryan Gomez,Female,26524492462,Dentist,Good,True
239,Christopher Hanson,Male,26559009535,Dentist,Good,True
240,Pamela Johnson,Female,26620406698,Beautician,Great,True
241,Sean Allen,Female,26626670425,Personal Trainer,Good,True
242,Jessica Gomez,Female,26700729401,Cleaner,Good,True
243,Lisa Norris,Female,26976288730,Personal Trainer,Good,True
244,Teresa Doyle,Female,27004126789,Tutor,Great,True
245,Scott Mitchell,Female,27010647782,Photographer,Good,True
246,Emily Allen,Female,27173310288,Aesthetician,Good,True
247,Dawn Molina,Female,27324749155,Aesthetician,Good,True
248,Laura Daniels,Female,27365457377,Therapist,Great,True
249,Mary Dudley,Female,27395875104,Counselor,Good,True
250,Deborah Jackson,Male,27479390854,Photographer,Fair,True
251,Richard Gentry,Male,27512473961,Tutor,Awesome,True
252,Susan Daniels,Female,27540275456,Photographer,Great,True
253,Kathryn Richardson,Female,27609072160,Photographer,Great,True
254,Jessica Stanton,Male,27898317049,Personal Trainer,Fair,True
255,Hector Kerr,Female,27998833513,Personal Trainer,Great,True
256,Sydney Santos,Male,28080329956,Beautician,Great,True
257,Brittany Smith,Male,28091981396,Barber,Good,True
258,Jessica Reyes,Male,28327049085,Beautician,Poor,True
259,Latoya Mcdonald,Male,28698651856,Dentist,Good,True
260,Rachel Scott,Female,28850739604,Barber,Fair,True
261,James Lynch,Female,29097586345,Tutor,Good,True
262,David Ingram,Female,29470102781,Beautician,Poor,True
263,Alex Allen,Male,29883288574,Counselor,Fair,True
264,Katherine Terry,Female,29917463057,Cleaner,Great,True
265,Aaron Cole,Female,29989450066,Barber,Good,True
266,Charles Young,Female,30101353091,Aesthetician,Fair,True
267,Kenneth Robinson,Female,30156821101,Cleaner,Good,True
268,Ashley Turner,Male,30217694031,Therapist,Great,True
269,Terri Gray,Male,30235540187,Barber,Great,True
270,Jeremy Cox,Female,30242084009,Therapist,Fair,True
271,Marie Nunez,Female,30469912248,Cleaner,Fair,True
272,Michael Serrano,Female,30534716769,Dentist,Fair,True
273,Samantha Smith,Male,30594025967,Aesthetician,Good,True
274,Angela Fields,Female,30748254582,Dentist,Good,True
275,Stephen Osborne,Female,30943533184,Personal Trainer,Poor,True
276,Colton Dyer,Male,31021227849,Counselor,Good,True
277,Dustin Conway,Female,31035724784,Tutor,Good,True
278,Alexandria Ball,Female,31247149100,Therapist,Good,True
279,Kim Jackson,Male,31271508198,Personal Trainer,Great,True
280,Allison Stewart,Male,31421281909,Aesthetician,Fair,True
281,Courtney Morales,Male,31457760874,Counselor,Good,True
282,Colton Baker,Female,31491455765,Counselor,Fair,True
283,Chris Miller,Female,31616673934,Photographer,Poor,True
284,George Walker,Male,31655902973,Counselor,Good,True
285,Jonathan Garrett,Female,31892018947,Tutor,Great,True
286,Taylor Holt,Male,31902439750,Barber,Great,True
287,Pedro Leon,Male,32018679382,Aesthetician,Fair,True
288,Lisa Floyd,Male,32084102029,Beautician,Good,True
289,Sherry Bell,Male,32352634697,Barber,Fair,True
290,Samantha Morrison,Male,32487843516,Therapist,Fair,True
291,Nicholas Wood,Male,32630570440,Personal Trainer,Fair,True
292,Carrie Jones,Female,32697845845,Aesthetician,Good,True
293,Keith Cardenas,Female,32739219834,Personal Trainer,Fair,True
294,Raven Burch,Female,32748800099,Counselor,Great,True
295,Jessica Richmond,Male,32775805824,Barber,Good,True
296,Lisa Ford,Male,32844078539,Beautician,Good,True
297,William Cruz,Male,33010296250,Tutor,Great,True
298,Phyllis Lee,Female,33129030020,Therapist,Good,True
299,Lynn Ramirez,Female,33293325078,Counselor,Great,True
300,Whitney Powell,Female,33301764636,Beautician,Good,True
301,James Valentine,Male,33377587344,Personal Trainer,Good,True
302,Brian Allen,Male,33475141427,Tutor,Fair,True
303,Douglas Daniels,Male,33504937608,Beautician,Fair,True
304,Shannon Hunter,Male,33649047211,Tutor,Poor,True
305,Jeffrey Mitchell,Female,33734323493,Beautician,Good,True
306,Jonathan Brown,Female,33801107256,Beautician,Fair,True
307,Adam David,Female,33916180408,Photographer,Fair,True
308,Leon Randall,Female,34303157195,Photographer,Good,True
309,Javier Barrett,Female,34324778008,Beautician,Good,True
310,Richard Montgomery,Male,34455028317,Dentist,Poor,True
311,Cindy Black,Female,34458796448,Cleaner,Great,True
312,Claudia Franco,Male,34490099379,Personal Trainer,Fair,True
313,Patrick Jones,Male,34581452268,Personal Trainer,Fair,True
314,Caroline Simmons,Male,34594963326,Therapist,Fair,True
315,Kelly Thomas,Female,34627765231,Barber,Fair,True
316,Laura Bryant,Female,34721241201,Photographer,Good,True
317,Brian Walker,Female,34727744309,Cleaner,Good,True
318,Michelle Stevens,Female,34829465743,Dentist,Fair,True
319,Manuel Chen,Male,34929910202,Cleaner,Fair,True
320,Jason Wallace,Female,35143462442,Dentist,Fair,True
321,Dustin Gardner,Female,35158160280,Personal Trainer,Fair,True
322,Charles Oneal,Male,35199265217,Barber,Great,True
323,Casey Hunter,Female,35343028940,Therapist,Fair,True
324,Bridget Galloway,Male,35399509835,Photographer,Good,True
325,Nicole Martinez,Female,35551034288,Tutor,Poor,True
326,Erin Jones,Male,35621642956,Barber,Good,True
327,Bruce Morrow,Male,35855042841,Aesthetician,Good,True
328,Anthony Roberson,Female,35901543292,Therapist,Good,True
329,Amanda Collins,Female,35947134784,Cleaner,Good,True
330,Felicia Howell,Male,35958789477,Photographer,Great,True
331,William Wilkins,Female,36081215680,Therapist,Awesome,True
332,Nicholas Riggs,Male,36100774531,Therapist,Great,True
333,Aaron Humphrey,Male,36402095676,Therapist,Fair,True
334,Tiffany Soto,Female,36534912669,Barber,Fair,True
335,David Mcdonald,Female,36682756283,Barber,Good,True
336,Kimberly Ford,Male,36710262218,Barber,Good,True
337,James Wade,Male,36798248071,Beautician,Poor,True
338,Melissa Bridges,Female,36803087397,Aesthetician,Fair,True
339,Roberto Joseph,Male,36806484473,Dentist,Good,True
340,Michelle Cox,Male,36988626076,Aesthetician,Poor,True
341,Dale Tran,Male,37317830331,Personal Trainer,Fair,True
342,Katie Martinez,Female,37425767100,Personal Trainer,Good,True
343,Edward Mckinney,Female,37780339475,Aesthetician,Great,True
344,Ryan Lewis,Female,38206198780,Beautician,Great,True
345,Jasmine Dawson,Female,38258813078,Barber,Good,True
346,Brent Robinson,Female,38332629306,Tutor,Good,True
347,Madison Oliver,Female,38608252035,Counselor,Fair,True
348,Kelly Martinez,Female,38693053699,Dentist,Good,True
349,Shawn Farmer,Male,38729828960,Tutor,Fair,True
350,Zachary Roberts,Male,38817041076,Therapist,Great,True
351,Megan Williamson,Male,39481134176,Photographer,Good,True
352,David Mcneil,Male,39490403519,Counselor,Great,True
353,Rebecca Curtis,Female,39504510489,Dentist,Good,True
354,Gina Anderson,Male,39707333732,Cleaner,Fair,True
355,Patrick Christensen,Male,39749716809,Personal Trainer,Great,True
356,Michael Butler,Male,39921627642,Tutor,Fair,True
357,Kyle Stewart,Male,39927160422,Tutor,Good,True
358,Christine Adkins,Male,40118400278,Personal Trainer,Fair,True
359,Julie Galloway,Female,40125207768,Dentist,Great,True
360,Angela Garcia,Female,40164142832,Aesthetician,Good,True
361,Maria Price,Male,40470522476,Counselor,Good,True
362,Kristina Faulkner,Female,40635851865,Barber,Good,True
363,Benjamin Kelly,Female,40758964294,Therapist,Good,True
364,Sarah Austin,Male,40843579797,Personal Trainer,Good,True
365,Deanna Hodges,Female,40919897213,Beautician,Fair,True
366,James Hale,Female,40930843690,Photographer,Good,True
367,Rodney Johnson,Female,41285260552,Tutor,Fair,True
368,Douglas Johnson,Male,41383552424,Photographer,Fair,True
369,Trevor Evans,Female,41414138537,Cleaner,Great,True
370,Tristan Jensen,Male,41507364834,Personal Trainer,Fair,True
371,Douglas Turner,Male,41558970010,Photographer,Fair,True
372,Erica Taylor,Female,41608667919,Aesthetician,Fair,True
373,Bryan Ortega,Female,41652476359,Cleaner,Good,True
374,Karen Brown,Male,41908561478,Therapist,Good,True
375,Tyler Taylor,Female,42100639258,Aesthetician,Fair,True
376,Kyle Bell,Female,42420993880,Tutor,Fair,True
377,Matthew Olson,Male,42473419858,Personal Trainer,Good,True
378,Jillian Delgado,Male,42521227615,Cleaner,Good,True
379,Paul Bowers,Male,42521672998,Counselor,Great,True
380,Jennifer Daniels,Male,42662652514,Barber,Fair,True
381,Jesse Lee,Female,42861037106,Cleaner,Poor,True
382,Sonia Stokes,Male,43070828110,Cleaner,Fair,True
383,Sherri Perez,Male,43149159878,Personal Trainer,Good,True
384,Richard Johnson,Male,43237834151,Aesthetician,Awesome,True
385,Kristen Higgins,Female,43323921038,Photographer,Fair,True
386,Jonathan Phillips,Female,43413940221,Cleaner,Great,True
387,Katherine Solis,Female,43468646536,Barber,Good,True
388,Mark Bray,Female,43709994671,Cleaner,Good,True
389,Rebecca Chavez,Female,43741055529,Dentist,Fair,True
390,Carrie Bailey,Female,44052873132,Counselor,Fair,True
391,Corey Spencer,Male,44061586331,Photographer,Good,True
392,Gary Jones,Male,44216153809,Counselor,Good,True
393,Carla Price,Male,44225021693,Photographer,Fair,True
394,Morgan Fuentes,Female,44234263256,Cleaner,Good,True
395,Russell Miles,Female,44297894098,Aesthetician,Fair,True
396,Robert Robertson,Male,44362541061,Photographer,Great,True
397,John Kaiser,Female,44398073087,Photographer,Good,True
398,Randall Wilson,Female,44525077222,Tutor,Good,True
399,Joshua Hughes,Male,44610733324,Aesthetician,Good,True
400,Diane Flores,Female,44611746237,Dentist,Good,True
401,Mikayla Bailey,Male,44680097080,Photographer,Poor,True
402,Nicole Reid,Female,44699116052,Counselor,Good,True
403,Hannah Brown,Female,44855786754,Barber,Awesome,True
404,Justin Byrd,Female,44857028485,Dentist,Fair,True
405,Sandra Murphy,Female,45078863375,Beautician,Poor,True
406,Sandra Sanchez,Male,45111639650,Personal Trainer,Great,True
407,Francisco Carlson,Female,45128817596,Photographer,Fair,True
408,Sarah Robinson,Female,45349650771,Counselor,Fair,True
409,Jason Cooley,Female,45431053040,Personal Trainer,Poor,True
410,Robin Rubio,Male,45624152469,Photographer,Good,True
411,Joseph Richards,Female,45635258623,Photographer,Good,True
412,Rebecca Wilkins,Male,45656125903,Therapist,Fair,True
413,Rebecca Guerrero,Male,45778684040,Therapist,Fair,True
414,Alexis Gonzalez,Male,45908703507,Photographer,Great,True
415,Kevin Mcpherson,Male,46009001078,Therapist,Great,True
416,Lindsey Moore,Female,46157839145,Barber,Good,True
417,Jennifer Strickland,Female,46421497845,Counselor,Good,True
418,Kayla Johnson,Male,46458440675,Tutor,Fair,True
419,Alexander Snyder,Male,46491019731,Photographer,Great,True
420,Lisa Avery,Female,46516585407,Dentist,Good,True
421,Amy Warren,Male,46716917434,Barber,Fair,True
422,Gabriel Burke,Male,46774396026,Tutor,Great,True
423,John Wilson,Female,47014151726,Therapist,Poor,True
424,Melinda Romero,Male,47112279537,Barber,Great,True
425,Michael Mcbride,Female,47427711716,Cleaner,Good,True
426,Lisa Rios,Female,47798753235,Cleaner,Good,True
427,Molly Gilbert,Male,48067483679,Photographer,Good,True
428,Stephen Welch,Male,48106382974,Beautician,Poor,True
429,Melissa King,Male,48132491520,Cleaner,Great,True
430,Bryan Stanton,Female,48149251864,Dentist,Good,True
431,Alyssa Hudson,Male,48157496658,Photographer,Good,True
432,Cassandra Delgado,Male,48197260998,Photographer,Great,True
433,Joseph Carey,Female,48228999201,Photographer,Good,True
434,Kathy Powell,Male,48353665296,Tutor,Fair,True
435,Joseph Wilkins,Male,48423392888,Cleaner,Good,True
436,Heidi Jensen,Male,48545247533,Barber,Fair,True
437,Paula Hamilton,Male,48609245425,Personal Trainer,Fair,True
438,Daniel Frank,Female,48677925846,Beautician,Fair,True
439,Matthew Garcia,Male,48991572871,Beautician,Good,True
440,Dalton Harmon,Female,49113466341,Dentist,Great,True
441,Jennifer Smith,Female,49273234898,Dentist,Good,True
442,Tiffany Waters,Female,49306507176,Barber,Fair,True
443,Cassandra Snyder,Female,49309199738,Beautician,Great,True
444,Gregory Hall,Male,49448866275,Personal Trainer,Good,True
445,Nathan Wilson,Male,49542416592,Therapist,Great,True
446,Anthony Jenkins,Female,49571276845,Beautician,Fair,True
447,Corey Nguyen,Female,49617611023,Personal Trainer,Fair,True
448,Shelley Simmons,Male,49734951308,Cleaner,Good,True
449,Angelica Wiley,Female,50189053594,Personal Trainer,Great,True
450,Troy Smith,Male,50205457054,Therapist,Great,True
451,Chad Brown,Male,50239333994,Photographer,Fair,True
452,Jonathan Shepard,Female,50556270618,Tutor,Fair,True
453,Brittany Reyes,Male,50563171125,Barber,Good,True
454,Jeffrey Perkins,Male,50615405885,Tutor,Good,True
455,Joseph Bennett,Female,50696544259,Counselor,Fair,True
456,Karen Evans,Male,50726949208,Aesthetician,Fair,True
457,Alex Mitchell,Male,50747937121,Dentist,Good,True
458,Joshua Mcdowell,Male,50796961769,Therapist,Great,True
459,Marcus Gordon,Male,50899322774,Dentist,Fair,True
460,Belinda Williams,Female,51078714051,Therapist,Great,True
461,Danielle Hudson,Male,51154769981,Cleaner,Good,True
462,Troy White,Male,51255438829,Aesthetician,Good,True
463,Vicki Dalton,Female,51414885705,Barber,Fair,True
464,Jeffrey Robinson,Male,51842441288,Beautician,Great,True
465,John Allen,Male,52073273222,Dentist,Good,True
466,Heather Rosario,Female,52277779100,Aesthetician,Great,True
467,Christopher Joseph,Female,52314652736,Aesthetician,Poor,True
468,Jeffrey Hart,Female,52330457436,Counselor,Fair,True
469,Michelle Campbell,Male,52359408442,Cleaner,Good,True
470,Amanda Morgan,Male,52619936313,Tutor,Good,True
471,Angie Prince,Male,52887220157,Dentist,Good,True
472,Lauren Jensen,Female,52941786381,Therapist,Fair,True
473,Jessica Wallace,Female,53165609706,Tutor,Great,True
474,George Cross,Male,53378484919,Tutor,Great,True
475,Robert Valencia,Male,53463824543,Personal Trainer,Good,True
